,year,week,date,day,time_of_day,room_name,class_type,faculty,school,joint,status,degree,enrollment,class_duration,attendance,class_type_new,attendance_by_class,date-year,date-month,date-day
282,2017,6,9/6/2017,4,2,2,0,2,16,0,4,2,409,2,105,4,2,2017,9,6
283,2017,2,8/11/2017,0,2,2,0,5,8,0,4,2,291,2,134,4,2,2017,8,11
284,2017,7,9/12/2017,3,0,2,0,6,11,0,4,2,366,2,126,4,2,2017,9,12
285,2017,7,9/11/2017,1,2,2,0,2,16,0,4,2,457,2,134,4,2,2017,9,11
286,2017,3,8/15/2017,3,2,2,0,2,16,0,4,2,452,2,86,3,1,2017,8,15
287,2017,7,9/13/2017,4,2,2,0,5,8,0,4,2,447,1,84,3,1,2017,9,13
288,2017,7,9/13/2017,4,3,2,0,6,22,0,4,0,62,1,55,3,1,2017,9,13
289,2017,10,10/12/2017,2,0,2,0,5,15,0,4,2,419,1,81,3,1,2017,10,12
290,2017,10,10/12/2017,2,0,2,0,0,29,0,4,2,354,2,83,3,1,2017,10,12
291,2017,4,8/24/2017,2,1,2,0,6,7,1,2,2,304,1,87,3,1,2017,8,24
292,2017,6,9/6/2017,4,0,2,0,5,15,0,4,2,386,1,107,4,2,2017,9,6
293,2017,2,8/10/2017,2,2,2,0,5,28,0,2,2,271,1,69,3,1,2017,8,10
294,2017,2,8/10/2017,2,1,2,0,5,28,0,2,2,385,1,63,3,1,2017,8,10
295,2017,10,10/11/2017,4,2,2,0,2,16,0,4,2,409,2,80,3,1,2017,10,11
296,2017,11,10/20/2017,0,2,2,0,5,8,0,4,2,291,2,72,3,1,2017,10,20
297,2017,10,10/11/2017,4,3,2,0,6,22,0,4,0,62,1,50,2,1,2017,10,11
298,2017,7,9/11/2017,1,1,2,0,2,17,0,4,0,320,1,144,4,2,2017,9,11
299,2017,7,9/13/2017,4,0,2,0,5,28,0,4,2,403,1,113,4,2,2017,9,13
300,2017,7,9/12/2017,3,2,2,0,5,8,0,4,2,381,2,143,4,2,2017,9,12
301,2017,2,8/10/2017,2,0,2,0,5,8,0,4,2,447,1,184,4,2,2017,8,10
302,2017,5,8/30/2017,4,2,2,0,5,8,0,4,2,447,1,78,3,1,2017,8,30
303,2017,10,10/13/2017,0,0,2,0,5,15,0,4,2,386,1,89,3,1,2017,10,13
304,2017,11,10/16/2017,1,2,2,0,5,15,0,4,2,419,1,107,4,2,2017,10,16
305,2017,1,7/31/2017,1,0,2,0,5,28,0,4,2,403,1,118,4,2,2017,7,31
306,2017,7,9/12/2017,3,2,2,0,2,16,0,4,2,452,2,99,3,1,2017,9,12
307,2017,6,9/6/2017,4,0,2,0,2,16,0,4,2,457,1,156,4,2,2017,9,6
308,2017,10,10/11/2017,4,2,2,0,5,8,0,4,2,447,1,58,3,1,2017,10,11
309,2017,2,8/11/2017,0,0,2,0,2,16,1,4,2,455,2,227,5,2,2017,8,11
310,2017,10,10/11/2017,4,1,2,0,6,12,0,4,2,381,2,57,3,1,2017,10,11
311,2017,10,10/11/2017,4,0,2,0,2,16,0,4,2,457,1,106,4,2,2017,10,11
312,2017,10,10/12/2017,2,2,2,0,2,16,0,4,2,452,1,77,3,1,2017,10,12
313,2017,10,10/10/2017,3,2,2,0,5,8,0,4,2,381,2,112,4,2,2017,10,10
314,2017,7,9/11/2017,1,1,2,0,2,16,1,4,2,447,2,60,3,1,2017,9,11
315,2017,7,9/12/2017,3,1,2,0,2,16,0,4,2,459,2,121,4,2,2017,9,12
316,2017,1,7/31/2017,1,2,2,0,2,16,0,4,2,457,2,193,4,2,2017,7,31
317,2017,2,8/9/2017,4,2,3,0,5,4,0,4,2,122,1,73,3,1,2017,8,9
318,2017,2,8/9/2017,4,0,3,0,2,21,0,4,2,219,1,111,4,2,2017,8,9
319,2017,4,8/23/2017,4,1,3,0,5,6,0,4,2,185,1,100,3,2,2017,8,23
320,2017,9,10/4/2017,4,1,3,0,5,4,0,4,2,99,2,53,3,1,2017,10,4
321,2017,8,9/20/2017,4,1,3,0,5,6,0,4,2,185,1,159,4,2,2017,9,20
322,2017,4,8/23/2017,4,2,3,0,2,17,0,4,2,134,2,28,1,1,2017,8,23
323,2017,11,10/18/2017,4,1,3,0,5,4,0,4,2,99,2,53,3,1,2017,10,18
324,2017,1,8/4/2017,0,0,3,0,5,28,0,2,2,128,1,52,3,1,2017,8,4
325,2017,11,10/18/2017,4,0,3,0,2,21,0,4,2,219,1,60,3,1,2017,10,18
326,2017,4,8/23/2017,4,0,3,0,0,29,0,4,2,88,2,49,2,1,2017,8,23
327,2017,6,9/7/2017,2,2,3,0,0,29,0,4,2,115,2,33,2,1,2017,9,7
328,2017,9,10/4/2017,4,1,3,0,5,6,0,4,2,185,1,64,3,1,2017,10,4
329,2017,9,10/4/2017,4,0,3,0,2,21,0,4,2,219,1,82,3,1,2017,10,4
330,2017,0,7/24/2017,1,2,3,0,4,9,0,4,2,222,1,125,4,2,2017,7,24
331,2017,8,9/20/2017,4,0,3,0,2,21,0,4,2,219,1,70,3,1,2017,9,20
332,2017,1,8/3/2017,2,1,3,0,5,6,1,4,2,183,1,105,4,2,2017,8,3
333,2017,2,8/9/2017,4,1,3,0,5,4,0,4,2,99,2,91,3,1,2017,8,9
334,2017,8,9/22/2017,0,1,3,0,5,6,0,4,2,185,1,50,2,1,2017,9,22
335,2017,2,8/9/2017,4,2,3,0,2,17,0,4,2,134,2,34,2,1,2017,8,9
336,2017,8,9/20/2017,4,0,3,0,0,29,0,4,2,88,2,40,2,1,2017,9,20
337,2017,1,8/4/2017,0,2,3,0,2,21,0,4,2,188,1,69,3,1,2017,8,4
338,2017,1,8/4/2017,0,2,3,0,5,8,0,4,2,151,2,91,3,1,2017,8,4
339,2017,1,8/4/2017,0,1,3,0,5,6,0,4,2,185,1,101,4,2,2017,8,4
340,2017,9,10/4/2017,4,0,3,0,0,29,0,4,2,88,2,42,2,1,2017,10,4
341,2017,8,9/18/2017,1,2,3,0,4,9,0,4,2,222,1,70,3,1,2017,9,18
342,2017,9,10/4/2017,4,2,3,0,5,4,0,4,2,122,1,49,2,1,2017,10,4
343,2017,1,8/4/2017,0,0,3,0,0,29,0,4,2,94,2,93,3,1,2017,8,4
344,2017,11,10/18/2017,4,2,3,0,5,4,0,4,2,122,1,47,2,1,2017,10,18
345,2017,12,10/23/2017,1,2,3,0,4,9,0,4,2,222,1,25,1,1,2017,10,23
346,2017,8,9/20/2017,4,2,3,0,5,4,0,4,2,122,1,55,3,1,2017,9,20
347,2017,1,8/3/2017,2,0,3,0,1,0,0,4,2,197,1,142,4,2,2017,8,3
348,2017,11,10/18/2017,4,0,3,0,0,29,0,4,2,88,2,36,2,1,2017,10,18
349,2017,4,8/22/2017,3,2,3,0,2,25,1,1,2,214,4,178,4,2,2017,8,22
350,2017,5,8/31/2017,2,0,3,0,5,28,0,4,2,81,1,28,1,1,2017,8,31
351,2017,2,8/8/2017,3,1,3,0,0,31,0,4,2,167,1,81,3,1,2017,8,8
352,2017,2,8/8/2017,3,2,3,0,2,25,1,1,2,214,4,174,4,2,2017,8,8
353,2017,5,8/31/2017,2,3,3,0,2,16,1,4,0,126,3,78,3,1,2017,8,31
354,2017,3,8/17/2017,2,0,3,0,5,28,0,4,2,81,1,36,2,1,2017,8,17
355,2017,3,8/17/2017,2,3,3,0,2,16,1,4,0,126,3,77,3,1,2017,8,17
356,2017,1,8/2/2017,4,1,3,0,5,4,0,4,2,99,2,99,3,1,2017,8,2
357,2017,6,9/6/2017,4,2,3,0,5,4,0,4,2,122,1,49,2,1,2017,9,6
358,2017,2,8/9/2017,4,1,3,0,5,6,0,4,2,185,1,127,4,2,2017,8,9
359,2017,2,8/9/2017,4,0,3,0,0,29,0,4,2,88,2,57,3,1,2017,8,9
360,2017,4,8/22/2017,3,3,3,0,2,16,0,4,0,234,3,102,4,2,2017,8,22
361,2017,4,8/21/2017,1,2,3,0,4,9,0,4,2,222,1,103,4,2,2017,8,21
362,2017,5,8/31/2017,2,2,3,0,0,29,0,4,2,115,2,40,2,1,2017,8,31
363,2017,3,8/18/2017,0,2,3,0,5,8,0,4,2,151,2,80,3,1,2017,8,18
364,2017,2,8/7/2017,1,2,3,0,4,9,0,4,2,222,1,127,4,2,2017,8,7
365,2017,8,9/19/2017,3,2,3,0,2,25,1,1,2,214,4,124,4,2,2017,9,19
366,2017,7,9/14/2017,2,0,3,0,5,28,0,4,2,81,1,69,3,1,2017,9,14
367,2017,11,10/17/2017,3,2,3,0,2,25,1,1,2,214,4,80,3,1,2017,10,17
368,2017,11,10/16/2017,1,2,3,0,4,9,0,4,2,222,1,43,2,1,2017,10,16
369,2017,4,8/23/2017,4,0,3,0,2,21,0,4,2,219,1,109,4,2,2017,8,23
370,2017,12,10/26/2017,2,3,3,0,2,16,1,4,0,126,3,49,2,1,2017,10,26
371,2017,4,8/22/2017,3,1,3,0,0,31,0,4,2,167,1,43,2,1,2017,8,22
372,2017,1,8/3/2017,2,2,3,0,0,29,0,4,2,115,2,80,3,1,2017,8,3
373,2017,4,8/21/2017,1,1,3,0,5,6,1,4,2,183,1,112,4,2,2017,8,21
374,2017,8,9/22/2017,0,2,3,0,5,8,0,4,2,151,2,49,2,1,2017,9,22
375,2017,9,10/6/2017,0,2,3,0,5,8,0,4,2,151,2,60,3,1,2017,10,6
376,2017,2,8/7/2017,1,0,3,0,0,20,0,4,2,173,2,133,4,2,2017,8,7
377,2017,6,9/4/2017,1,2,3,0,4,9,0,4,2,222,1,71,3,1,2017,9,4
378,2017,3,8/17/2017,2,2,3,0,0,29,0,4,2,115,2,51,2,1,2017,8,17
379,2017,6,9/4/2017,1,0,3,0,0,20,0,4,2,173,2,106,4,2,2017,9,4
380,2017,1,8/2/2017,4,2,3,0,5,4,0,4,2,122,1,96,3,1,2017,8,2
381,2017,7,9/14/2017,2,3,3,0,2,16,1,4,0,126,3,65,3,1,2017,9,14
382,2017,12,10/26/2017,2,0,3,0,1,0,0,4,2,197,1,119,4,2,2017,10,26
383,2017,0,7/26/2017,4,0,3,0,0,29,0,4,2,88,2,75,3,1,2017,7,26
384,2017,9,10/6/2017,0,1,3,0,5,6,0,4,2,185,1,52,3,1,2017,10,6
385,2017,4,8/21/2017,1,3,3,0,2,16,0,4,0,95,3,81,3,1,2017,8,21
386,2017,7,9/14/2017,2,1,3,0,5,6,1,4,2,183,1,55,3,1,2017,9,14
387,2017,5,8/31/2017,2,0,3,0,1,0,0,4,2,197,1,84,3,1,2017,8,31
388,2017,4,8/21/2017,1,0,3,0,0,20,0,4,2,173,2,70,3,1,2017,8,21
389,2017,3,8/18/2017,0,0,3,0,5,28,0,2,2,128,1,37,2,1,2017,8,18
390,2017,2,8/8/2017,3,3,3,0,2,16,0,4,0,234,3,181,4,2,2017,8,8
391,2017,0,7/24/2017,1,0,3,0,0,20,0,4,2,173,2,136,4,2,2017,7,24
392,2017,6,9/6/2017,4,1,3,0,5,4,0,4,2,99,2,25,1,1,2017,9,6
393,2017,0,7/24/2017,1,3,3,0,2,16,0,4,0,95,3,74,3,1,2017,7,24
394,2017,8,9/18/2017,1,3,3,0,2,16,0,4,0,95,3,46,2,1,2017,9,18
395,2017,1,8/2/2017,4,0,3,0,2,21,0,4,2,219,1,140,4,2,2017,8,2
396,2017,8,9/20/2017,4,1,3,0,5,4,0,4,2,99,2,99,3,1,2017,9,20
397,2017,5,9/1/2017,0,2,3,0,5,8,0,4,2,151,2,76,3,1,2017,9,1
398,2017,5,9/1/2017,0,2,3,0,2,21,0,4,2,188,1,25,1,1,2017,9,1
399,2017,7,9/14/2017,2,0,3,0,1,0,0,4,2,197,1,61,3,1,2017,9,14
400,2017,5,8/31/2017,2,1,3,0,5,6,1,4,2,183,1,51,2,1,2017,8,31
401,2017,6,9/5/2017,3,3,3,0,2,16,0,4,0,234,3,127,4,2,2017,9,5
402,2017,9,10/3/2017,3,2,3,0,2,25,1,1,2,214,4,104,4,2,2017,10,3
403,2017,2,8/7/2017,1,3,3,0,2,16,0,4,0,95,3,81,3,1,2017,8,7
404,2017,3,8/18/2017,0,0,3,0,0,29,0,4,2,94,2,89,3,1,2017,8,18
405,2017,10,10/9/2017,1,1,3,0,5,6,1,4,2,183,1,78,3,1,2017,10,9
406,2017,9,10/6/2017,0,0,3,0,0,29,0,4,2,94,2,80,3,1,2017,10,6
407,2017,3,8/17/2017,2,1,3,0,5,6,1,4,2,183,1,70,3,1,2017,8,17
408,2017,2,8/7/2017,1,2,3,0,6,19,1,4,1,109,2,61,3,1,2017,8,7
409,2017,0,7/26/2017,4,2,3,0,5,4,0,4,2,122,1,79,3,1,2017,7,26
410,2017,6,9/6/2017,4,0,3,0,0,29,0,4,2,88,2,38,2,1,2017,9,6
411,2017,4,8/23/2017,4,2,3,0,5,4,0,4,2,122,1,72,3,1,2017,8,23
412,2017,7,9/14/2017,2,2,3,0,0,29,0,4,2,115,2,32,2,1,2017,9,14
413,2017,3,8/17/2017,2,0,3,0,1,0,0,4,2,197,1,127,4,2,2017,8,17
414,2017,6,9/4/2017,1,3,3,0,2,16,0,4,0,95,3,91,3,1,2017,9,4
415,2017,8,9/21/2017,2,2,3,0,0,29,0,4,2,115,2,27,1,1,2017,9,21
416,2017,7,9/13/2017,4,1,3,0,5,6,0,4,2,185,1,86,3,1,2017,9,13
417,2017,5,8/30/2017,4,0,3,0,0,29,0,4,2,88,2,30,1,1,2017,8,30
418,2017,0,7/26/2017,4,0,3,0,2,21,0,4,2,219,1,141,4,2,2017,7,26
419,2017,0,7/26/2017,4,1,3,0,5,6,0,4,2,185,1,118,4,2,2017,7,26
420,2017,5,9/1/2017,0,1,3,0,5,6,0,4,2,185,1,65,3,1,2017,9,1
421,2017,10,10/12/2017,2,3,3,0,2,16,1,4,0,126,3,107,4,2,2017,10,12
422,2017,9,10/3/2017,3,3,3,0,2,16,0,4,0,234,3,58,3,1,2017,10,3
423,2017,2,8/7/2017,1,1,3,0,5,6,1,4,2,183,1,143,4,2,2017,8,7
424,2017,8,9/21/2017,2,1,3,0,5,6,1,4,2,183,1,35,2,1,2017,9,21
425,2017,6,9/4/2017,1,1,3,0,5,6,1,4,2,183,1,90,3,1,2017,9,4
426,2017,8,9/22/2017,0,0,3,0,0,29,0,4,2,94,2,80,3,1,2017,9,22
427,2017,6,9/5/2017,3,2,3,0,2,25,1,1,2,214,4,160,4,2,2017,9,5
428,2017,3,8/16/2017,4,1,3,0,5,6,0,4,2,185,1,95,3,1,2017,8,16
429,2017,11,10/17/2017,3,3,3,0,2,16,0,4,0,234,3,131,4,2,2017,10,17
430,2017,10,10/9/2017,1,2,3,0,6,19,1,4,1,109,2,41,2,1,2017,10,9
431,2017,5,8/30/2017,4,1,3,0,5,6,0,4,2,185,1,157,4,2,2017,8,30
432,2017,10,10/10/2017,3,1,3,0,0,31,0,4,2,167,1,34,2,1,2017,10,10
433,2017,0,7/26/2017,4,2,3,0,2,17,0,4,2,134,2,81,3,1,2017,7,26
434,2017,5,8/30/2017,4,1,3,0,5,4,0,4,2,99,2,65,3,1,2017,8,30
435,2017,1,8/2/2017,4,2,3,0,2,17,0,4,2,134,2,47,2,1,2017,8,2
436,2017,5,8/29/2017,3,1,3,0,0,31,0,4,2,167,1,41,2,1,2017,8,29
437,2017,3,8/18/2017,0,2,3,0,2,21,0,4,2,188,1,52,3,1,2017,8,18
438,2017,3,8/16/2017,4,2,3,0,2,17,0,4,2,134,2,38,2,1,2017,8,16
439,2017,1,8/3/2017,2,3,3,0,2,16,1,4,0,126,3,108,4,2,2017,8,3
440,2017,5,9/1/2017,0,0,3,0,5,28,0,2,2,128,1,27,1,1,2017,9,1
441,2017,9,10/5/2017,2,1,3,0,5,6,1,4,2,183,1,46,2,1,2017,10,5
442,2017,10,10/11/2017,4,1,3,0,5,4,0,4,2,99,2,41,2,1,2017,10,11
443,2017,1,7/31/2017,1,2,3,0,6,19,1,4,1,109,2,71,3,1,2017,7,31
444,2017,10,10/10/2017,3,3,3,0,2,16,0,4,0,234,3,112,4,2,2017,10,10
445,2017,10,10/10/2017,3,2,3,0,2,25,1,1,2,214,4,115,4,2,2017,10,10
446,2017,1,8/2/2017,4,0,3,0,0,29,0,4,2,88,2,72,3,1,2017,8,2
447,2017,11,10/16/2017,1,2,3,0,6,19,1,4,1,109,2,52,3,1,2017,10,16
448,2017,5,8/29/2017,3,3,3,0,2,16,0,4,0,234,3,136,4,2,2017,8,29
449,2017,3,8/16/2017,4,0,3,0,0,29,0,4,2,88,2,53,3,1,2017,8,16
450,2017,0,7/24/2017,1,1,3,0,5,6,1,4,2,183,1,130,4,2,2017,7,24
451,2017,7,9/11/2017,1,2,3,0,4,9,0,4,2,222,1,73,3,1,2017,9,11
452,2017,7,9/12/2017,3,2,3,0,2,25,1,1,2,214,4,141,4,2,2017,9,12
453,2017,5,8/29/2017,3,2,3,0,2,25,1,1,2,214,4,180,4,2,2017,8,29
454,2017,8,9/18/2017,1,1,3,0,5,6,1,4,2,183,1,85,3,1,2017,9,18
455,2017,9,10/5/2017,2,0,3,0,1,0,0,4,2,197,1,65,3,1,2017,10,5
456,2017,11,10/19/2017,2,1,3,0,5,6,1,4,2,183,1,40,2,1,2017,10,19
457,2017,1,7/31/2017,1,1,3,0,5,6,1,4,2,183,1,160,4,2,2017,7,31
458,2017,10,10/12/2017,2,2,3,0,0,29,0,4,2,115,2,29,1,1,2017,10,12
459,2017,7,9/15/2017,0,1,3,0,5,6,0,4,2,185,1,55,3,1,2017,9,15
460,2017,9,10/3/2017,3,1,3,0,0,31,0,4,2,167,1,26,1,1,2017,10,3
461,2017,0,7/27/2017,2,0,3,0,5,28,0,4,2,81,1,41,2,1,2017,7,27
462,2017,7,9/11/2017,1,0,3,0,0,20,0,4,2,173,2,123,4,2,2017,9,11
463,2017,11,10/16/2017,1,3,3,0,2,16,0,4,0,95,3,54,3,1,2017,10,16
464,2017,6,9/4/2017,1,2,3,0,6,19,1,4,1,109,2,48,2,1,2017,9,4
465,2017,7,9/15/2017,0,0,3,0,0,29,0,4,2,94,2,85,3,1,2017,9,15
466,2017,10,10/11/2017,4,0,3,0,2,21,0,4,2,219,1,68,3,1,2017,10,11
467,2017,7,9/13/2017,4,0,3,0,0,29,0,4,2,88,2,41,2,1,2017,9,13
468,2017,0,7/28/2017,0,1,3,0,5,6,0,4,2,185,1,87,3,1,2017,7,28
469,2017,10,10/9/2017,1,3,3,0,2,16,0,4,0,95,3,54,3,1,2017,10,9
470,2017,2,8/11/2017,0,1,3,0,5,6,0,4,2,185,1,83,3,1,2017,8,11
471,2017,0,7/25/2017,3,2,3,0,2,25,1,1,2,214,4,149,4,2,2017,7,25
472,2017,12,10/25/2017,4,1,3,0,5,4,0,4,2,99,2,92,3,1,2017,10,25
473,2017,3,8/14/2017,1,2,3,0,4,9,0,4,2,222,1,112,4,2,2017,8,14
474,2017,7,9/11/2017,1,3,3,0,2,16,0,4,0,95,3,68,3,1,2017,9,11
475,2017,3,8/18/2017,0,1,3,0,5,6,0,4,2,185,1,82,3,1,2017,8,18
476,2017,3,8/15/2017,3,2,3,0,2,25,1,1,2,214,4,149,4,2,2017,8,15
477,2017,5,8/28/2017,1,0,3,0,0,20,0,4,2,173,2,100,3,2,2017,8,28
478,2017,5,8/28/2017,1,2,3,0,4,9,0,4,2,222,1,62,3,1,2017,8,28
479,2017,8,9/18/2017,1,2,3,0,6,19,1,4,1,109,2,39,2,1,2017,9,18
480,2017,11,10/16/2017,1,0,3,0,0,20,0,4,2,173,2,111,4,2,2017,10,16
481,2017,0,7/28/2017,0,2,3,0,2,21,0,4,2,188,1,55,3,1,2017,7,28
482,2017,3,8/16/2017,4,2,3,0,5,4,0,4,2,122,1,70,3,1,2017,8,16
483,2017,2,8/10/2017,2,1,3,0,5,6,1,4,2,183,1,105,4,2,2017,8,10
484,2017,5,8/28/2017,1,2,3,0,6,19,1,4,1,109,2,109,4,2,2017,8,28
485,2017,7,9/15/2017,0,2,3,0,2,21,0,4,2,188,1,72,3,1,2017,9,15
486,2017,11,10/16/2017,1,1,3,0,5,6,1,4,2,183,1,68,3,1,2017,10,16
487,2017,3,8/15/2017,3,3,3,0,2,16,0,4,0,234,3,181,4,2,2017,8,15
488,2017,4,8/21/2017,1,2,3,0,6,19,1,4,1,109,2,50,2,1,2017,8,21
489,2017,0,7/27/2017,2,2,3,0,0,29,0,4,2,115,2,72,3,1,2017,7,27
490,2017,6,9/5/2017,3,1,3,0,0,31,0,4,2,167,1,37,2,1,2017,9,5
491,2017,10,10/11/2017,4,2,3,0,5,4,0,4,2,122,1,55,3,1,2017,10,11
492,2017,1,8/3/2017,2,0,3,0,5,28,0,4,2,81,1,52,3,1,2017,8,3
493,2017,8,9/21/2017,2,0,3,0,5,28,0,4,2,81,1,27,1,1,2017,9,21
494,2017,3,8/16/2017,4,1,3,0,5,4,0,4,2,99,2,79,3,1,2017,8,16
495,2017,5,8/30/2017,4,0,3,0,2,21,0,4,2,219,1,107,4,2,2017,8,30
496,2017,10,10/12/2017,2,0,3,0,1,0,0,4,2,197,1,70,3,1,2017,10,12
497,2017,4,8/25/2017,0,2,3,0,5,8,0,4,2,151,2,84,3,1,2017,8,25
498,2017,0,7/27/2017,2,0,3,0,1,0,0,4,2,197,1,155,4,2,2017,7,27
499,2017,7,9/11/2017,1,1,3,0,5,6,1,4,2,183,1,88,3,1,2017,9,11
500,2017,7,9/12/2017,3,1,3,0,0,31,0,4,2,167,1,35,2,1,2017,9,12
501,2017,4,8/24/2017,2,0,3,0,5,28,0,4,2,81,1,32,2,1,2017,8,24
502,2017,6,9/6/2017,4,1,3,0,5,6,0,4,2,185,1,77,3,1,2017,9,6
503,2017,7,9/15/2017,0,0,3,0,5,28,0,2,2,128,1,40,2,1,2017,9,15
504,2017,10,10/13/2017,0,0,3,0,0,29,0,4,2,94,2,75,3,1,2017,10,13
505,2017,11,10/20/2017,0,1,3,0,5,6,0,4,2,185,1,90,3,1,2017,10,20
506,2017,2,8/11/2017,0,2,3,0,2,21,0,4,2,188,1,45,2,1,2017,8,11
507,2017,5,8/30/2017,4,2,3,0,5,4,0,4,2,122,1,61,3,1,2017,8,30
508,2017,10,10/12/2017,2,1,3,0,5,6,1,4,2,183,1,68,3,1,2017,10,12
509,2017,3,8/14/2017,1,0,3,0,0,20,0,4,2,173,2,125,4,2,2017,8,14
510,2017,10,10/13/2017,0,2,3,0,2,21,0,4,2,188,1,28,1,1,2017,10,13
511,2017,3,8/14/2017,1,3,3,0,2,16,0,4,0,95,3,73,3,1,2017,8,14
512,2017,10,10/13/2017,0,2,3,0,5,8,0,4,2,151,2,53,3,1,2017,10,13
513,2017,4,8/25/2017,0,0,3,0,5,28,0,2,2,128,1,39,2,1,2017,8,25
514,2017,4,8/25/2017,0,0,3,0,0,29,0,4,2,94,2,75,3,1,2017,8,25
515,2017,7,9/12/2017,3,3,3,0,2,16,0,4,0,234,3,121,4,2,2017,9,12
516,2017,0,7/24/2017,1,2,3,0,6,19,1,4,1,109,2,53,3,1,2017,7,24
517,2017,10,10/11/2017,4,0,3,0,0,29,0,4,2,88,2,46,2,1,2017,10,11
518,2017,0,7/28/2017,0,2,3,0,5,8,0,4,2,151,2,97,3,1,2017,7,28
519,2017,0,7/28/2017,0,0,3,0,5,28,0,2,2,128,1,42,2,1,2017,7,28
520,2017,2,8/11/2017,0,2,3,0,5,8,0,4,2,151,2,93,3,1,2017,8,11
521,2017,3,8/15/2017,3,1,3,0,0,31,0,4,2,167,1,58,3,1,2017,8,15
522,2017,0,7/27/2017,2,1,3,0,5,6,1,4,2,183,1,80,3,1,2017,7,27
523,2017,4,8/25/2017,0,2,3,0,2,21,0,4,2,188,1,44,2,1,2017,8,25
524,2017,11,10/20/2017,0,0,3,0,0,29,0,4,2,94,2,94,3,1,2017,10,20
525,2017,7,9/11/2017,1,2,3,0,6,19,1,4,1,109,2,45,2,1,2017,9,11
526,2017,1,8/1/2017,3,1,3,0,0,31,0,4,2,167,1,70,3,1,2017,8,1
527,2017,0,7/27/2017,2,3,3,0,2,16,1,4,0,126,3,105,4,2,2017,7,27
528,2017,7,9/15/2017,0,2,3,0,5,8,0,4,2,151,2,120,4,2,2017,9,15
529,2017,2,8/10/2017,2,0,3,0,5,28,0,4,2,81,1,39,2,1,2017,8,10
530,2017,1,8/1/2017,3,2,3,0,2,25,1,1,2,214,4,198,4,2,2017,8,1
531,2017,2,8/11/2017,0,0,3,0,0,29,0,4,2,94,2,82,3,1,2017,8,11
532,2017,0,7/25/2017,3,1,3,0,0,31,0,4,2,167,1,73,3,1,2017,7,25
533,2017,4,8/25/2017,0,1,3,0,5,6,0,4,2,185,1,86,3,1,2017,8,25
534,2017,5,8/28/2017,1,3,3,0,2,16,0,4,0,95,3,62,3,1,2017,8,28
535,2017,4,8/24/2017,2,3,3,0,2,16,1,4,0,126,3,108,4,2,2017,8,24
536,2017,0,7/28/2017,0,0,3,0,0,29,0,4,2,94,2,81,3,1,2017,7,28
537,2017,1,8/1/2017,3,3,3,0,2,16,0,4,0,234,3,184,4,2,2017,8,1
538,2017,1,7/31/2017,1,2,3,0,4,9,0,4,2,222,1,146,4,2,2017,7,31
539,2017,10,10/11/2017,4,1,3,0,5,6,0,4,2,185,1,67,3,1,2017,10,11
540,2017,10,10/9/2017,1,0,3,0,0,20,0,4,2,173,2,77,3,1,2017,10,9
541,2017,0,7/25/2017,3,3,3,0,2,16,0,4,0,234,3,180,4,2,2017,7,25
542,2017,4,8/24/2017,2,1,3,0,5,6,1,4,2,183,1,64,3,1,2017,8,24
543,2017,10,10/13/2017,0,1,3,0,5,6,0,4,2,185,1,59,3,1,2017,10,13
544,2017,3,8/14/2017,1,1,3,0,5,6,1,4,2,183,1,141,4,2,2017,8,14
545,2017,10,10/9/2017,1,2,3,0,4,9,0,4,2,222,1,38,2,1,2017,10,9
546,2017,4,8/24/2017,2,0,3,0,1,0,0,4,2,197,1,118,4,2,2017,8,24
547,2017,11,10/19/2017,2,2,3,0,0,29,0,4,2,115,2,31,1,1,2017,10,19
548,2017,5,8/28/2017,1,1,3,0,5,6,1,4,2,183,1,103,4,2,2017,8,28
549,2017,7,9/13/2017,4,0,3,0,2,21,0,4,2,219,1,57,3,1,2017,9,13
550,2017,2,8/10/2017,2,0,3,0,1,0,0,4,2,197,1,136,4,2,2017,8,10
551,2017,11,10/19/2017,2,3,3,0,2,16,1,4,0,126,3,51,2,1,2017,10,19
552,2017,9,10/5/2017,2,3,3,0,2,16,1,4,0,126,3,46,2,1,2017,10,5
553,2017,11,10/19/2017,2,0,3,0,1,0,0,4,2,197,1,95,3,1,2017,10,19
554,2017,1,7/31/2017,1,3,3,0,2,16,0,4,0,95,3,79,3,1,2017,7,31
555,2017,2,8/10/2017,2,3,3,0,2,16,1,4,0,126,3,81,3,1,2017,8,10
556,2017,7,9/13/2017,4,2,3,0,5,4,0,4,2,122,1,75,3,1,2017,9,13
557,2017,9,10/5/2017,2,0,3,0,5,28,0,4,2,81,1,27,1,1,2017,10,5
558,2017,3,8/14/2017,1,2,3,0,6,19,1,4,1,109,2,48,2,1,2017,8,14
559,2017,11,10/20/2017,0,2,3,0,5,8,0,4,2,151,2,44,2,1,2017,10,20
560,2017,2,8/9/2017,4,1,4,0,0,10,0,4,2,46,2,46,2,1,2017,8,9
561,2017,8,9/20/2017,4,2,4,0,0,10,0,4,2,74,1,60,3,1,2017,9,20
562,2017,2,8/7/2017,1,0,4,0,5,4,0,4,2,23,1,21,1,1,2017,8,7
563,2017,11,10/18/2017,4,2,4,0,0,10,0,4,2,74,1,57,3,1,2017,10,18
564,2017,8,9/18/2017,1,0,4,0,5,4,0,4,2,23,1,17,1,1,2017,9,18
565,2017,0,7/24/2017,1,1,4,0,5,28,0,2,2,79,1,31,1,1,2017,7,24
